Property ID,Estatus,Property Name,dataLayer name,Property Description,Grupo,Property Type,Tipo de datos,Ejemplo de respuesta,Front/Back,Fuente
,No implementado,catalog_filter_color.0,catalog_filter_color.0,,,,String,,,Amplitude
,No implementado,catalog_filter_condition,catalog_filter_condition,,,,String,,,Amplitude
,No implementado,catalog_filter_delivery_days_max,catalog_filter_delivery_days_max,,,,String,,,Amplitude
,No implementado,catalog_filter_delivery_days_min,catalog_filter_delivery_days_min,,,,String,,,Amplitude
,No implementado,catalog_filter_fuel,catalog_filter_fuel,,,,String,,,Amplitude
,No implementado,catalog_filter_fuel_type,catalog_filter_fuel_type,,,,String,,,Amplitude
,No implementado,catalog_filter_hub,catalog_filter_hub,,,,String,,,Amplitude
,No implementado,catalog_filter_location,catalog_filter_location,,,,String,,,Amplitude
,No implementado,catalog_filter_make,catalog_filter_make,,,,String,,,Amplitude
,No implementado,catalog_filter_mileage,catalog_filter_mileage,,,,String,,,Amplitude
,No implementado,catalog_filter_mileage_max,catalog_filter_mileage_max,,,,String,,,Amplitude
,No implementado,catalog_filter_mileage_min,catalog_filter_mileage_min,,,,String,,,Amplitude
,No implementado,catalog_filter_model,catalog_filter_model,,,,String,,,Amplitude
,No implementado,catalog_filter_page,catalog_filter_page,,,,String,,,Amplitude
,No implementado,catalog_filter_passengers,catalog_filter_passengers,,,,String,,,Amplitude
,No implementado,catalog_filter_price_max,catalog_filter_price_max,,,,String,,,Amplitude
,No implementado,catalog_filter_price_min,catalog_filter_price_min,,,,String,,,Amplitude
,No implementado,catalog_filter_price_type,catalog_filter_price_type,,,,String,,,Amplitude
,No implementado,catalog_filter_promotion,catalog_filter_promotion,,,,String,,,Amplitude
,No implementado,catalog_filter_proximity,catalog_filter_proximity,,,,String,,,Amplitude
,No implementado,catalog_filter_query,catalog_filter_query,,,,String,,,Amplitude
,No implementado,catalog_filter_savings,catalog_filter_savings,,,,String,,,Amplitude
,No implementado,catalog_filter_seller,catalog_filter_seller,,,,String,,,Amplitude
,No implementado,catalog_filter_semirefurbish,catalog_filter_semirefurbish,,,,String,,,Amplitude
,No implementado,catalog_filter_sorts,catalog_filter_sorts,,,,String,,,Amplitude
,No implementado,catalog_filter_status,catalog_filter_status,,,,String,,,Amplitude
,No implementado,catalog_filter_traction,catalog_filter_traction,,,,String,,,Amplitude
,No implementado,catalog_filter_transmission,catalog_filter_transmission,,,,String,,,Amplitude
,No implementado,catalog_filter_version,catalog_filter_version,,,,String,,,Amplitude
,No implementado,catalog_filter_year,catalog_filter_year,,,,String,,,Amplitude
,No implementado,catalog_ids,catalog_ids,,,,String,,,Amplitude
,No implementado,catalog_maxprice_url,catalog_maxprice_url,,,,String,,,Amplitude
,No implementado,catalog_minprice_url,catalog_minprice_url,,,,String,,,Amplitude
,No implementado,catalog_search_url,catalog_search_url,,,,String,,,Amplitude
,No implementado,category,category,,,,String,,,Amplitude
,No implementado,channel,channel,,,,String,,,Amplitude
,No implementado,channel_code,channel_code,,,,String,,,Insider
,No implementado,channel_name,channel_name,,,,String,,,Insider
,No implementado,characteristic,characteristic,,,,String,,,Amplitude
,No implementado,checkout_schedule_timestamp,checkout_schedule_timestamp,,,,String,,,Amplitude
,No implementado,city,city,,,,String,,,Amplitude
,No implementado,claim_feeling,claim_feeling,,,,String,,,Amplitude
,No implementado,claim_feeling_number,claim_feeling_number,,,,String,,,Amplitude
,No implementado,client,client,,,,String,,,Amplitude
,No implementado,collection,collection,,,,String,,,Amplitude
,No implementado,colony,colony,,,,String,,,Amplitude
,No implementado,color,color,,,,String,,,Amplitude
,No implementado,comfort_mechanics,comfort_mechanics,,,,String,,,Amplitude
,No implementado,comingSoon,comingSoon,,,,String,,,Amplitude
,No implementado,coming_soon,coming_soon,,,,String,,,Amplitude
,No implementado,completion,completion,,,,String,,,Amplitude
,No implementado,component,component,,,,String,,,Amplitude
,No implementado,conversion_currency,conversion_currency,,,,String,,,Amplitude
,No implementado,conversion_value,conversion_value,,,,String,,,Amplitude
,No implementado,count_problems_in_report,count_problems_in_report,,,,String,,,Amplitude
,No implementado,country,country,,,,String,,,Amplitude
,No implementado,countryId,countryId,,,,String,,,Amplitude
,No implementado,country_code,country_code,,,,String,,,Amplitude
,No implementado,country_detected,country_detected,,,,String,,,Amplitude
,No implementado,country_id,country_id,,,,String,,,Amplitude
,No implementado,country_of_birth,country_of_birth,,,,String,,,Amplitude
,No implementado,credit_12m_value,credit_12m_value,,,,String,,,Amplitude
,No implementado,credit_24m_value,credit_24m_value,,,,String,,,Amplitude
,No implementado,credit_36m_value,credit_36m_value,,,,String,,,Amplitude
,No implementado,credit_48m_value,credit_48m_value,,,,String,,,Amplitude
,No implementado,credit_60m_value,credit_60m_value,,,,String,,,Amplitude
,No implementado,credit_72m_value,credit_72m_value,,,,String,,,Amplitude
,No implementado,credit_downpayment_value,credit_downpayment_value,,,,String,,,Amplitude
,No implementado,credit_package_details,credit_package_details,,,,String,,,Amplitude
,No implementado,credit_preapproved_value,credit_preapproved_value,,,,String,,,Amplitude
,No implementado,credit_type,credit_type,,,,String,,,Amplitude
,No implementado,credit_value,credit_value,,,,String,,,Amplitude
,No implementado,cta_text,cta_text,,,,String,,,Amplitude
,No implementado,cu,cu,,,,String,,,Insider
,No implementado,currency,currency,,,,String,,,Amplitude
,No implementado,currentSessionId,currentSessionId,,,,String,,,Amplitude
,No implementado,current_value,current_value,,,,String,,,Amplitude
,No implementado,customerAddress,customerAddress,,,,String,,,Amplitude
,No implementado,customerCity,customerCity,,,,String,,,Amplitude
,No implementado,customerDocument,customerDocument,,,,String,,,Amplitude
,No implementado,customerState,customerState,,,,String,,,Amplitude
,No implementado,customerStreet,customerStreet,,,,String,,,Amplitude
,No implementado,customerZipCode,customerZipCode,,,,String,,,Amplitude
,No implementado,date,date,,,,String,,,Amplitude
,No implementado,day_maintenance,day_maintenance,,,,String,,,Amplitude
,No implementado,day_selected,day_selected,,,,String,,,Amplitude
,No implementado,days,days,,,,String,,,Amplitude
,No implementado,days_available,days_available,,,,String,,,Amplitude
,No implementado,days_on_lot,days_on_lot,,,,String,,,Insider
,No implementado,days_since_lowest_offer_L90D,days_since_lowest_offer_L90D,,,,String,,,Amplitude
,No implementado,days_to_expire,days_to_expire,,,,String,,,Amplitude
,No implementado,debug,debug,,,,String,,,Amplitude
,No implementado,deep_link,deep_link,,,,String,,,Amplitude
,No implementado,deep_links,deep_links,,,,String,,,Insider
,No implementado,delivery_cost,delivery_cost,,,,String,,,Amplitude
,No implementado,delivery_date,delivery_date,,,,String,,,Amplitude
,No implementado,delivery_nps_reason,delivery_nps_reason,,,,String,,,Amplitude
,No implementado,delivery_region,delivery_region,,,,String,,,Amplitude
,No implementado,delivery_type,delivery_type,,,,String,,,Amplitude
,No implementado,dependants,dependants,,,,String,,,Amplitude
,No implementado,destination_path,destination_path,,,,String,,,Amplitude
,No implementado,device,device,,,,String,,,Amplitude
,No implementado,deviceType,deviceType,,,,String,,,Amplitude
,No implementado,device_os,device_os,,,,String,,,Amplitude
,No implementado,device_type,device_type,,,,String,,,Insider
,No implementado,direction,direction,,,,String,,,Amplitude
,No implementado,discount offer time left,discount offer time left,,,,String,,,Amplitude
,No implementado,discount_amount,discount_amount,,,,String,,,Amplitude
,No implementado,discount_module,discount_module,,,,String,,,Amplitude
,No implementado,discount_pcg,discount_pcg,,,,String,,,Amplitude
,No implementado,discount_value,discount_value,,,,String,,,Amplitude
,No implementado,dismiss_type,dismiss_type,,,,String,,,Insider
,No implementado,document_name,document_name,,,,String,,,Amplitude
,No implementado,document_number,document_number,,,,String,,,Amplitude
,No implementado,document_type,document_type,,,,String,,,Amplitude
,No implementado,document_uploaded,document_uploaded,,,,String,,,Amplitude
,No implementado,documents_progress,documents_progress,,,,String,,,Amplitude
,No implementado,documents_uploaded,documents_uploaded,,,,String,,,Amplitude
,No implementado,domain,domain,,,,String,,,Amplitude
,No implementado,downpayment,downpayment,,,,String,,,Amplitude
,No implementado,downpayment_value,downpayment_value,,,,String,,,Amplitude
,No implementado,dry_run,dry_run,,,,String,,,Insider
,No implementado,e_guid,e_guid,,,,String,,,Insider
,No implementado,ecommerce.catalog_filter_bodytype,ecommerce.catalog_filter_bodytype,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_color,ecommerce.catalog_filter_color,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_fuel,ecommerce.catalog_filter_fuel,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_location,ecommerce.catalog_filter_location,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_make,ecommerce.catalog_filter_make,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_mileage_max,ecommerce.catalog_filter_mileage_max,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_mileage_min,ecommerce.catalog_filter_mileage_min,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_model,ecommerce.catalog_filter_model,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_page,ecommerce.catalog_filter_page,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_price_max,ecommerce.catalog_filter_price_max,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_price_min,ecommerce.catalog_filter_price_min,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_promotion,ecommerce.catalog_filter_promotion,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_query,ecommerce.catalog_filter_query,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_savings,ecommerce.catalog_filter_savings,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_sorts,ecommerce.catalog_filter_sorts,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_status,ecommerce.catalog_filter_status,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_traction,ecommerce.catalog_filter_traction,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_transmission,ecommerce.catalog_filter_transmission,,,,String,,,Amplitude
,No implementado,ecommerce.catalog_filter_year,ecommerce.catalog_filter_year,,,,String,,,Amplitude
,No implementado,ecommerce.click.products,ecommerce.click.products,,,,String,,,Amplitude
,No implementado,ecommerce.currencyCode,ecommerce.currencyCode,,,,String,,,Amplitude
,No implementado,ecommerce.empty_state,ecommerce.empty_state,,,,String,,,Amplitude
,No implementado,ecommerce.impressions,ecommerce.impressions,,,,String,,,Amplitude
,No implementado,ecommerce.value,ecommerce.value,,,,String,,,Amplitude
,No implementado,effectiveUserId,effectiveUserId,,,,String,,,Amplitude
,No implementado,eligibility,eligibility,,,,String,,,Amplitude
,No implementado,email,email,,,,String,,,Amplitude
,No implementado,email_campaign_id,email_campaign_id,,,,String,,,"Amplitude, Insider"
,No implementado,employee_regime,employee_regime,,,,String,,,Amplitude
,No implementado,emptyState,emptyState,,,,String,,,Amplitude
,No implementado,empty_state,empty_state,,,,String,,,Amplitude
,No implementado,endHour,endHour,,,,String,,,Amplitude
,No implementado,error,error,,,,String,,,Amplitude
,No implementado,error_code,error_code,,,,String,,,Amplitude
,No implementado,error_message,error_message,,,,String,,,Amplitude
,No implementado,error_type,error_type,,,,String,,,Amplitude
,No implementado,estimated_delivery_days,estimated_delivery_days,,,,String,,,Amplitude
,No implementado,eventAction,eventAction,,,,String,,,Amplitude
,No implementado,eventCategory,eventCategory,,,,String,,,Amplitude
,No implementado,eventLabel,eventLabel,,,,String,,,Amplitude
,No implementado,event_code,event_code,,,,String,,,Insider
,No implementado,experiment_flag,experiment_flag,,,,String,,,Amplitude
,No implementado,experiment_variant,experiment_variant,,,,String,,,Amplitude
,No implementado,expire_date,expire_date,,,,String,,,Amplitude
,No implementado,exterior-aesthetics,exterior-aesthetics,,,,String,,,Amplitude
,No implementado,exterior_aesthetics,exterior_aesthetics,,,,String,,,Amplitude
,No implementado,failureId,failureId,,,,String,,,Amplitude
,No implementado,favourite_status,favourite_status,,,,String,,,Amplitude
,No implementado,favourites,favourites,,,,String,,,Amplitude
,No implementado,fbclid,fbclid,,,,String,,,Amplitude
,No implementado,feedback,feedback,,,,String,,,Amplitude
,No implementado,filter_option,filter_option,,,,String,,,Amplitude
,No implementado,filter_options_shown,filter_options_shown,,,,String,,,Amplitude
,No implementado,filter_value,filter_value,,,,String,,,Amplitude
,No implementado,filtered_url,filtered_url,,,,String,,,Amplitude
,No implementado,finalOffer_amount,finalOffer_amount,,,,String,,,Amplitude
,No implementado,finalOffer_currency,finalOffer_currency,,,,String,,,Amplitude
,No implementado,finalOffer_type,finalOffer_type,,,,String,,,Amplitude
,No implementado,final_offer_amount,final_offer_amount,,,,String,,,Amplitude
,No implementado,final_offer_currency,final_offer_currency,,,,String,,,Amplitude
,No implementado,final_offer_type,final_offer_type,,,,String,,,Amplitude
,No implementado,final_url,final_url,,,,String,,,Amplitude
,No implementado,financing,financing,,,,String,,,Amplitude
,No implementado,financingDiscount,financingDiscount,,,,String,,,Amplitude
,No implementado,financingOnly,financingOnly,,,,String,,,Amplitude
,No implementado,financing_discount,financing_discount,,,,String,,,Amplitude
,No implementado,fine_amount,fine_amount,,,,String,,,Amplitude
,No implementado,fine_id,fine_id,,,,String,,,Amplitude
,No implementado,fine_status,fine_status,,,,String,,,Amplitude
,No implementado,fines_quantity,fines_quantity,,,,String,,,Amplitude
,No implementado,fines_unpaid,fines_unpaid,,,,String,,,Amplitude
,No implementado,first_name,first_name,,,,String,,,Amplitude
,No implementado,first_owner,first_owner,,,,String,,,Amplitude
,No implementado,flag_active_offer,flag_active_offer,,,,String,,,Amplitude
,No implementado,flag_arrived_to_inspection,flag_arrived_to_inspection,,,,String,,,Amplitude
,No implementado,flag_enough_aging,flag_enough_aging,,,,String,,,Amplitude
,No implementado,flag_last_register_sku_in_moh,flag_last_register_sku_in_moh,,,,String,,,Amplitude
,No implementado,flag_offer_inst_om,flag_offer_inst_om,,,,String,,,Amplitude
,No implementado,flag_offer_inst_reac,flag_offer_inst_reac,,,,String,,,Amplitude
,No implementado,flag_register_vips_mean,flag_register_vips_mean,,,,String,,,Amplitude
,No implementado,flag_sku_prio,flag_sku_prio,,,,String,,,Amplitude
,No implementado,flow,flow,,,,String,,,Amplitude
,No implementado,form_of_selection_hub,form_of_selection_hub,,,,String,,,Amplitude
,No implementado,front,front,,,,String,,,Amplitude
,No implementado,fuel_type,fuel_type,,,,String,,,Amplitude
,No implementado,full_screen,full_screen,,,,String,,,Amplitude
,No implementado,funnel,funnel,,,,String,,,Amplitude
,No implementado,gas_installed,gas_installed,,,,String,,,Amplitude
,No implementado,gclid,gclid,,,,String,,,Amplitude
,No implementado,gender,gender,,,,String,,,Amplitude
,No implementado,google_value_currency,google_value_currency,,,,String,,,Amplitude
,No implementado,google_value_value,google_value_value,,,,String,,,Amplitude
,No implementado,gps_enabled,gps_enabled,,,,String,,,Amplitude
,No implementado,group_id,group_id,,,,String,,,Insider
,No implementado,gtm.uniqueEventId,gtm.uniqueEventId,,,,String,,,Amplitude
,No implementado,hardLogin,hardLogin,,,,String,,,Amplitude
,No implementado,hasPreApprobal,hasPreApprobal,,,,String,,,Amplitude
,No implementado,hologram,hologram,,,,String,,,Amplitude
,No implementado,hour_maintenance,hour_maintenance,,,,String,,,Amplitude
,No implementado,hub,hub,,,,String,,,Amplitude
,No implementado,hubId,hubId,,,,String,,,Amplitude
,No implementado,hub_id,hub_id,,,,String,,,Amplitude
,No implementado,hub_name,hub_name,,,,String,,,Amplitude
,No implementado,human_open,human_open,,,,String,,,Insider
,No implementado,id,id,,,,String,,,"Amplitude, Insider"
,No implementado,imageUrl,imageUrl,,,,String,,,Amplitude
,No implementado,image_url,image_url,,,,String,,,"Amplitude, Insider"
,No implementado,impersonator_id,impersonator_id,,,,String,,,Amplitude
,No implementado,impersonator_uuid,impersonator_uuid,,,,String,,,Amplitude
,No implementado,inapp_id,inapp_id,,,,String,,,Insider
,No implementado,income,income,,,,String,,,Amplitude
,No implementado,income_source,income_source,,,,String,,,Amplitude
,No implementado,income_value,income_value,,,,String,,,Amplitude
,No implementado,index,index,,,,String,,,Amplitude
,No implementado,initial_payment,initial_payment,,,,String,,,Amplitude
,No implementado,input,input,,,,String,,,Amplitude
,No implementado,input_method,input_method,,,,String,,,Amplitude
,No implementado,input_value,input_value,,,,String,,,Amplitude
,No implementado,inspection_date_local_time,inspection_date_local_time,,,,String,,,Amplitude
,No implementado,inspection_datetime,inspection_datetime,,,,String,,,Amplitude
,No implementado,inspection_fee,inspection_fee,,,,String,,,Amplitude
,No implementado,inspection_local_date,inspection_local_date,,,,String,,,Amplitude
,No implementado,inspection_local_hour,inspection_local_hour,,,,String,,,Amplitude
,No implementado,inspection_location,inspection_location,,,,String,,,Amplitude
,No implementado,inspection_report,inspection_report,,,,String,,,Amplitude
,No implementado,inspection_type,inspection_type,,,,String,,,Amplitude
,No implementado,installment_value,installment_value,,,,String,,,Amplitude
,No implementado,installments_months,installments_months,,,,String,,,Amplitude
,No implementado,installments_value,installments_value,,,,String,,,Amplitude
,No implementado,insurance,insurance,,,,String,,,Amplitude
,No implementado,interior_aesthetics,interior_aesthetics,,,,String,,,Amplitude
,No implementado,interior_number,interior_number,,,,String,,,Amplitude
,No implementado,inventoryId,inventoryId,,,,String,,,Amplitude
,No implementado,inventory_id,inventory_id,,,,String,,,Amplitude
,No implementado,invoice_id,invoice_id,,,,String,,,Amplitude
,No implementado,ip_address,ip_address,,,,String,,,Insider
,No implementado,isMasquerade,isMasquerade,,,,String,,,Amplitude
,No implementado,isSecondHolder,isSecondHolder,,,,String,,,Amplitude
,No implementado,isSimulating,isSimulating,,,,String,,,Amplitude
,No implementado,is_dry_run,is_dry_run,,,,String,,,Insider
,No implementado,is_mandatory,is_mandatory,,,,String,,,Amplitude
,No implementado,is_new_user,is_new_user,,,,String,,,Amplitude
,No implementado,is_reschedule,is_reschedule,,,,String,,,Amplitude
,No implementado,jobSituation,jobSituation,,,,String,,,Amplitude
,No implementado,journey_id,journey_id,,,,String,,,Insider
,No implementado,journey_name,journey_name,,,,String,,,"Amplitude, Insider"
,No implementado,kavakoUserID,kavakoUserID,,,,String,,,Amplitude
,No implementado,keyword,keyword,,,,String,,,Amplitude
,No implementado,label,label,,,,String,,,Amplitude
,No implementado,last4Digit,last4Digit,,,,String,,,Amplitude
,No implementado,last_inspection_scheduled_creation_date,last_inspection_scheduled_creation_date,,,,String,,,Amplitude
,No implementado,last_name,last_name,,,,String,,,Amplitude
,No implementado,last_register_brand_name,last_register_brand_name,,,,String,,,Amplitude
,No implementado,last_register_consignment_offer,last_register_consignment_offer,,,,String,,,Amplitude
,No implementado,last_register_consignment_offer_usd,last_register_consignment_offer_usd,,,,String,,,Amplitude
,No implementado,last_register_date,last_register_date,,,,String,,,Amplitude
,No implementado,last_register_inst_offer,last_register_inst_offer,,,,String,,,Amplitude
,No implementado,last_register_inst_offer_usd,last_register_inst_offer_usd,,,,String,,,Amplitude
,No implementado,last_register_mileage,last_register_mileage,,,,String,,,Amplitude
,No implementado,last_register_model_name,last_register_model_name,,,,String,,,Amplitude
,No implementado,last_register_offer_thirtydays,last_register_offer_thirtydays,,,,String,,,Amplitude
,No implementado,last_register_region,last_register_region,,,,String,,,Amplitude
,No implementado,last_register_region_name,last_register_region_name,,,,String,,,Amplitude
,No implementado,last_register_seven_days_offer,last_register_seven_days_offer,,,,String,,,Amplitude
,No implementado,last_register_sku_moh,last_register_sku_moh,,,,String,,,Amplitude
,No implementado,last_register_trade_in_offer,last_register_trade_in_offer,,,,String,,,Amplitude
,No implementado,last_register_version_name,last_register_version_name,,,,String,,,Amplitude
,No implementado,last_register_year,last_register_year,,,,String,,,Amplitude
,No implementado,last_step_completed,last_step_completed,,,,String,,,Amplitude
,No implementado,lateral_navigation_might_be_interested_shown,lateral_navigation_might_be_interested_shown,,,,String,,,Amplitude
,No implementado,lateral_navigation_might_be_interested_shownrelated,lateral_navigation_might_be_interested_shownrelated,,,,String,,,Amplitude
,No implementado,lateral_navigation_might_be_interested_shownrelatedArray,lateral_navigation_might_be_interested_shownrelatedArray,,,,String,,,Amplitude
,No implementado,lateral_navigation_related_models_shown,lateral_navigation_related_models_shown,,,,String,,,Amplitude
,No implementado,lateral_navigation_related_models_shownmodelRelated,lateral_navigation_related_models_shownmodelRelated,,,,String,,,Amplitude
,No implementado,lateral_navigation_related_models_shownmodelRelatedArray,lateral_navigation_related_models_shownmodelRelatedArray,,,,String,,,Amplitude
,No implementado,lateral_navigation_similar_price_shown,lateral_navigation_similar_price_shown,,,,String,,,Amplitude
,No implementado,legal_inspection_fee,legal_inspection_fee,,,,String,,,Amplitude
,No implementado,length,length,,,,String,,,Amplitude
,No implementado,listingType,listingType,,,,String,,,Amplitude
,No implementado,listing_type,listing_type,,,,String,,,Amplitude
,No implementado,loan_approved,loan_approved,,,,String,,,Amplitude
,No implementado,loan_value,loan_value,,,,String,,,Amplitude
,No implementado,location,location,,,,String,,,Amplitude
,No implementado,location_permission_status,location_permission_status,,,,String,,,Amplitude
,No implementado,location_preferences,location_preferences,,,,String,,,Amplitude
,No implementado,logged_in,logged_in,,,,String,,,Amplitude
,No implementado,machine_open,machine_open,,,,String,,,Insider
,No implementado,maintenanceId,maintenanceId,,,,String,,,Amplitude
,No implementado,maintenance_hub,maintenance_hub,,,,String,,,Amplitude
,No implementado,maintenance_schedule_timestamp,maintenance_schedule_timestamp,,,,String,,,Amplitude
,No implementado,maintenance_status,maintenance_status,,,,String,,,Amplitude
,No implementado,make,make,,,,String,,,Amplitude
,No implementado,maker,maker,,,,String,,,Amplitude
,No implementado,max_delivery_days,max_delivery_days,,,,String,,,Amplitude
,No implementado,max_km,max_km,,,,String,,,Amplitude
,No implementado,max_price,max_price,,,,String,,,Amplitude
,No implementado,maximumMonthlyPayment,maximumMonthlyPayment,,,,String,,,Amplitude
,No implementado,media_source,media_source,,,,String,,,Amplitude
,No implementado,message,message,,,,String,,,Insider
,No implementado,messageId,messageId,,,,String,,,Amplitude
,No implementado,method,method,,,,String,,,Amplitude
,No implementado,mfa_labels,mfa_labels,,,,String,,,Amplitude
,No implementado,mileage,mileage,,,,String,,,Amplitude
,No implementado,mileage Filled,mileage Filled,,,,String,,,Amplitude
,No implementado,mileage_value,mileage_value,,,,String,,,Amplitude
,No implementado,min_delivery_days,min_delivery_days,,,,String,,,Amplitude
,No implementado,min_km,min_km,,,,String,,,Amplitude
,No implementado,min_price,min_price,,,,String,,,Amplitude
,No implementado,minimumMonthlyPayment,minimumMonthlyPayment,,,,String,,,Amplitude
,No implementado,model,model,,,,String,,,Amplitude
,No implementado,monthlyPayment,monthlyPayment,,,,String,,,Amplitude
,No implementado,monthly_payment,monthly_payment,,,,String,,,Amplitude
,No implementado,months,months,,,,String,,,Amplitude
,No implementado,multi_currency_currency,multi_currency_currency,,,,String,,,Amplitude
,No implementado,multi_currency_value,multi_currency_value,,,,String,,,Amplitude
,No implementado,multiprice_type,multiprice_type,,,,String,,,Amplitude
,No implementado,municipality,municipality,,,,String,,,Amplitude
,No implementado,myAccount_paymentMethod,myAccount_paymentMethod,,,,String,,,Amplitude
,No implementado,my_account_payment_method,my_account_payment_method,,,,String,,,Amplitude
,No implementado,my_account_payment_method_to_change,my_account_payment_method_to_change,,,,String,,,Amplitude
,No implementado,na,na,,,,String,,,Insider
,No implementado,name,name,,,,String,,,"Amplitude, Insider"
,No implementado,nc_cu,nc_cu,,,,String,,,Insider
,No implementado,nc_up,nc_up,,,,String,,,Insider
,No implementado,nc_usp,nc_usp,,,,String,,,Insider
,No implementado,new_notifications,new_notifications,,,,String,,,Amplitude
,No implementado,new_offer_thirtydays,new_offer_thirtydays,,,,String,,,Amplitude
,No implementado,new_register_consignment_offer,new_register_consignment_offer,,,,String,,,Amplitude
,No implementado,new_register_consignment_offer_usd,new_register_consignment_offer_usd,,,,String,,,Amplitude
,No implementado,new_register_instant_offer,new_register_instant_offer,,,,String,,,Amplitude
,No implementado,new_register_instant_offer_usd,new_register_instant_offer_usd,,,,String,,,Amplitude
,No implementado,new_register_seven_days_offer,new_register_seven_days_offer,,,,String,,,Amplitude
,No implementado,new_register_trade_in_offer,new_register_trade_in_offer,,,,String,,,Amplitude
,No implementado,new_sale_seven_days_offer,new_sale_seven_days_offer,,,,String,,,Amplitude
,No implementado,new_sale_trade_in_offer,new_sale_trade_in_offer,,,,String,,,Amplitude
,No implementado,nickname,nickname,,,,String,,,Amplitude
,No implementado,notification_preferences,notification_preferences,,,,String,,,Amplitude
,No implementado,notification_status,notification_status,,,,String,,,Amplitude
,No implementado,notification_type,notification_type,,,,String,,,Amplitude
,No implementado,offerInstant,offerInstant,,,,String,,,Amplitude
,No implementado,offerLocationName,offerLocationName,,,,String,,,Amplitude
,No implementado,offerSevenDays,offerSevenDays,,,,String,,,Amplitude
,No implementado,offerTradein,offerTradein,,,,String,,,Amplitude
,No implementado,offer_appointment_date,offer_appointment_date,,,,String,,,Amplitude
,No implementado,offer_appointment_day,offer_appointment_day,,,,String,,,Amplitude
,No implementado,offer_appointment_hour,offer_appointment_hour,,,,String,,,Amplitude
,No implementado,offer_consignment,offer_consignment,,,,String,,,Amplitude
,No implementado,offer_consignment_foreign_currency,offer_consignment_foreign_currency,,,,String,,,Amplitude
,No implementado,offer_consignment_foreign_value,offer_consignment_foreign_value,,,,String,,,Amplitude
,No implementado,offer_consignment_local_currency,offer_consignment_local_currency,,,,String,,,Amplitude
,No implementado,offer_consignment_local_value,offer_consignment_local_value,,,,String,,,Amplitude
,No implementado,offer_consignment_shown,offer_consignment_shown,,,,String,,,Amplitude
,No implementado,offer_consignment_usd,offer_consignment_usd,,,,String,,,Amplitude
,No implementado,offer_consignment_v2,offer_consignment_v2,,,,String,,,Amplitude
,No implementado,offer_error,offer_error,,,,String,,,Amplitude
,No implementado,offer_homerun,offer_homerun,,,,String,,,Amplitude
,No implementado,offer_homerun_shown,offer_homerun_shown,,,,String,,,Amplitude
,No implementado,offer_hub_index,offer_hub_index,,,,String,,,Amplitude
,No implementado,offer_hub_name,offer_hub_name,,,,String,,,Amplitude
,No implementado,offer_id,offer_id,,,,String,,,Amplitude
,No implementado,offer_immediate,offer_immediate,,,,String,,,Amplitude
,No implementado,offer_instant,offer_instant,,,,String,,,"Amplitude, Insider"
,No implementado,offer_instant_foreign_currency,offer_instant_foreign_currency,,,,String,,,Amplitude
,No implementado,offer_instant_foreign_value,offer_instant_foreign_value,,,,String,,,Amplitude
,No implementado,offer_instant_local_currency,offer_instant_local_currency,,,,String,,,Amplitude
,No implementado,offer_instant_local_value,offer_instant_local_value,,,,String,,,Amplitude
,No implementado,offer_instant_usd,offer_instant_usd,,,,String,,,Amplitude
,No implementado,offer_instantpurchase,offer_instantpurchase,,,,String,,,Amplitude
,No implementado,offer_instantpurchase_shown,offer_instantpurchase_shown,,,,String,,,Amplitude
,No implementado,offer_local_amount,offer_local_amount,,,,String,,,Amplitude
,No implementado,offer_local_currency,offer_local_currency,,,,String,,,Amplitude
,No implementado,offer_location_name,offer_location_name,,,,String,,,"Amplitude, Insider"
,No implementado,offer_max,offer_max,,,,String,,,Amplitude
,No implementado,offer_max_usd,offer_max_usd,,,,String,,,Amplitude
,No implementado,offer_p2p,offer_p2p,,,,String,,,Amplitude
,No implementado,offer_peer_to_peer_local_currency,offer_peer_to_peer_local_currency,,,,String,,,Amplitude
,No implementado,offer_peer_to_peer_local_value,offer_peer_to_peer_local_value,,,,String,,,Amplitude
,No implementado,offer_selected,offer_selected,,,,String,,,Amplitude
,No implementado,offer_selected.leadId,offer_selected.leadId,,,,String,,,Amplitude
,No implementado,offer_selected.offerTypeId,offer_selected.offerTypeId,,,,String,,,Amplitude
,No implementado,offer_selected.quotationId,offer_selected.quotationId,,,,String,,,Amplitude
